       9.1536629      -20.053868
       9.2204540      -19.786007
       9.2872451      -19.518939
       9.3540361      -19.252748
       9.4208272      -18.986924
       9.4876183      -18.720928
       9.5544094      -18.454366
       9.6212004      -18.188755
       9.6879915      -17.931891
       9.7547826      -17.692860
       9.8215737      -17.479742
       9.8883647      -17.298551
       9.9551558      -17.144165
       10.021947      -17.012185
       10.088738      -16.896343
       10.155529      -16.792472
       10.222320      -16.697252
       10.289111      -16.608532
       10.355902      -16.524326
       10.422693      -16.443499
       10.489484      -16.365496
       10.556276      -16.290086
       10.623067      -16.217109
       10.689858      -16.146455
       10.756649      -16.077861
       10.823440      -16.011252
       10.890231      -15.946666
       10.957022      -15.884079
       11.023813      -15.823306
       11.090604      -15.764243
       11.157395      -15.706813
       11.224186      -15.650757
       11.290977      -15.595591
       11.357768      -15.541041
       11.424559      -15.486981
       11.491351      -15.433248
       11.558142      -15.379636
       11.624933      -15.326133
       11.691724      -15.272859
       11.758515      -15.219712
       11.825306      -15.166451
       11.892097      -15.113054
       11.958888      -15.059626
       12.025679      -15.006266
       12.092470      -14.953069
       12.159261      -14.899939
       12.226052      -14.846705
       12.292843      -14.793398
       12.359635      -14.740117
       12.426426      -14.686841
       12.493217      -14.633524
       12.560008      -14.580280
       12.626799      -14.527248
       12.693590      -14.474284
       12.760381      -14.421194
       12.827172      -14.368016
       12.893963      -14.314848
       12.960754      -14.261789
       13.027545      -14.208907
       13.094336      -14.156068
       13.161127      -14.103144
       13.227919      -14.050203
       13.294710      -13.997323
       13.361501      -13.944464
       13.428292      -13.891610
       13.495083      -13.838902
       13.561874      -13.786431
       13.628665      -13.734012
       13.695456      -13.681508
       13.762247      -13.628993
       13.829038      -13.576562
       13.895829      -13.524313
       13.962620      -13.472275
       14.029411      -13.420304
       14.096203      -13.368326
       14.162994      -13.316431
       14.229785      -13.264672
       14.296576      -13.213007
       14.363367      -13.161461
       14.430158      -13.110180
       14.496949      -13.059193
       14.563740      -13.008320
       14.630531      -12.957500
       14.697322      -12.906823
       14.764113      -12.856380
       14.830904      -12.806255
       14.897695      -12.756443
       14.964487      -12.706831
       15.031278      -12.657408
       15.098069      -12.608265
       15.164860      -12.559433
       15.231651      -12.510900
       15.298442      -12.462716
       15.298442      -12.462716
       15.365233      -12.415000
       15.432024      -12.367731
       15.498815      -12.320809
       15.565606      -12.274245
       15.632397      -12.228149
       15.699188      -12.182546
       15.765979      -12.137443
       15.832771      -12.092892
       15.899562      -12.049000
       15.966353      -12.005737
       16.033144      -11.963056
       16.099935      -11.920977
       16.166726      -11.879604
       16.233517      -11.838977
       16.300308      -11.799173
       16.367099      -11.760164
       16.433890      -11.721967
       16.500681      -11.684600
       16.567472      -11.648159
       16.634263      -11.612637
       16.701055      -11.578096
       16.767846      -11.544548
       16.834637      -11.512082
       16.901428      -11.480658
       16.968219      -11.450316
       17.035010      -11.421048
       17.101801      -11.392938
       17.168592      -11.365971
       17.235383      -11.340213
       17.302174      -11.315612
       17.368965      -11.292210
       17.435756      -11.269977
       17.502547      -11.248966
       17.569339      -11.229135
       17.636130      -11.210521
       17.702921      -11.193073
       17.769712      -11.176815
       17.836503      -11.161693
       17.903294      -11.147719
       17.970085      -11.134848
       18.036876      -11.123090
       18.103667      -11.112402
       18.170458      -11.102792
       18.237249      -11.094229
       18.304040      -11.086727
       18.370831      -11.080270
       18.437623      -11.074883
       18.504414      -11.070579
       18.571205      -11.067404
       18.637996      -11.065406
       18.704787      -11.064667
       18.771578      -11.065285
       18.838369      -11.067390
       18.905160      -11.071151
       18.971951      -11.076764
       19.038742      -11.084496
       19.105533      -11.094629
       19.172324      -11.107564
       19.239115      -11.123700
       19.305907      -11.143617
       19.372698      -11.167862
       19.439489      -11.197263
       19.506280      -11.232557
       19.573071      -11.274894
       19.639862      -11.325252
       19.706653      -11.385204
       19.773444      -11.456019
       19.840235      -11.539812
       19.907026      -11.638189
       19.973817      -11.753934
       20.040608      -11.889040
       20.107399      -12.047119
       20.174191      -12.230664
       20.240982      -12.444396
       20.307773      -12.691652
       20.374564      -12.978736
       20.441355      -13.309708
       20.508146      -13.689372
       20.574937      -14.105453
       20.641728      -14.498988
       20.708519      -14.732864
       20.775310      -14.776496
       20.842101      -14.741075
       20.908892      -14.690264
       20.975683      -14.637783
       21.042475      -14.585392
       21.109266      -14.533199
       21.176057      -14.481203
       21.242848      -14.429422
       21.309639      -14.377874
       21.376430      -14.326546
       21.443221      -14.275443
       21.443221      -14.275443
       21.510012      -14.224563
       21.576803      -14.173918
       21.643594      -14.123473
       21.710385      -14.073218
       21.777176      -14.023178
       21.843967      -13.973406
       21.910759      -13.923869
       21.977550      -13.874525
       22.044341      -13.825363
       22.111132      -13.776400
       22.177923      -13.727652
       22.244714      -13.679142
       22.311505      -13.630856
       22.378296      -13.582738
       22.445087      -13.534784
       22.511878      -13.487068
       22.578669      -13.439629
       22.645460      -13.392384
       22.712251      -13.345290
       22.779042      -13.298400
       22.845834      -13.251783
       22.912625      -13.205407
       22.979416      -13.159249
       23.046207      -13.113288
       23.112998      -13.067527
       23.179789      -13.021983
       23.246580      -12.976698
       23.313371      -12.931658
       23.380162      -12.886826
       23.446953      -12.842216
       23.513744      -12.797892
       23.580535      -12.753878
       23.647326      -12.710129
       23.714118      -12.666637
       23.780909      -12.623439
       23.847700      -12.580590
       23.914491      -12.538117
       23.981282      -12.496064
       24.048073      -12.454375
       24.114864      -12.413035
       24.181655      -12.372081
       24.248446      -12.331603
       24.315237      -12.291624
       24.382028      -12.252186
       24.448819      -12.213289
       24.515610      -12.174953
       24.582402      -12.137214
       24.649193      -12.100148
       24.715984      -12.063801
       24.782775      -12.028182
       24.849566      -11.993336
       24.916357      -11.959306
       24.983148      -11.926186
       25.049939      -11.894017
       25.116730      -11.862914
       25.183521      -11.832911
       25.250312      -11.804140
       25.317103      -11.776623
       25.383894      -11.750501
       25.450686      -11.725820
       25.517477      -11.702755
       25.584268      -11.681347
       25.651059      -11.661729
       25.717850      -11.643965
       25.784641      -11.628190
       25.851432      -11.614534
       25.918223      -11.603173
       25.985014      -11.594392
       26.051805      -11.588555
       26.118596      -11.585957
       26.185387      -11.586399
       26.252178      -11.590178
       26.318970      -11.598174
       26.385761      -11.611224
       26.452552      -11.627969
       26.519343      -11.647359
       26.586134      -11.669776
       26.652925      -11.696273
       26.719716      -11.726978
       26.786507      -11.762092
       26.853298      -11.801770
       26.920089      -11.846483
       26.986880      -11.896058
       27.053671      -11.950024
       27.120462      -12.009096
       27.187254      -12.075350
       27.254045      -12.149772
       27.320836      -12.231197
       27.387627      -12.325989
       27.454418      -12.456300
       27.521209      -12.640745
       27.588000      -12.872800
