1.75593e+09 4.55747e-21
2.06858e+09 8.82163e-21
2.43691e+09 1.70897e-20
2.87081e+09 3.31513e-20
3.38198e+09 6.42824e-20
3.98417e+09 1.24306e-19
4.69358e+09 2.39972e-19
5.5293e+09 4.63152e-19
6.51383e+09 8.78031e-19
7.67366e+09 1.57921e-18
9.04001e+09 2.6459e-18
1.06496e+10 4.11335e-18
1.25459e+10 5.95356e-18
1.47798e+10 8.19127e-18
1.74114e+10 1.08674e-17
2.05116e+10 1.40546e-17
2.41639e+10 1.78435e-17
2.84664e+10 2.23911e-17
3.35351e+10 2.79022e-17
3.95062e+10 3.45935e-17
4.65406e+10 4.26988e-17
5.48274e+10 5.25188e-17
6.45898e+10 6.44153e-17
7.60904e+10 7.87893e-17
8.9639e+10 9.60605e-17
1.056e+11 1.1675e-16
1.24402e+11 1.4151e-16
1.46553e+11 1.71042e-16
1.72648e+11 2.06035e-16
2.03389e+11 2.47209e-16
2.39604e+11 2.95389e-16
2.82267e+11 3.51372e-16
3.32527e+11 4.16072e-16
3.91736e+11 4.90246e-16
4.61486e+11 5.74725e-16
5.43658e+11 6.70057e-16
6.4046e+11 7.7751e-16
7.54498e+11 8.98456e-16
8.88841e+11 1.03453e-15
1.04711e+12 1.18736e-15
1.23355e+12 1.35933e-15
1.45319e+12 1.55359e-15
1.71194e+12 1.77347e-15
2.01677e+12 2.02251e-15
2.37587e+12 2.30502e-15
2.7989e+12 2.62673e-15
3.29727e+12 2.99389e-15
3.88437e+12 3.41253e-15
4.57601e+12 3.88944e-15
5.3908e+12 4.43277e-15
6.35068e+12 5.05186e-15
7.48145e+12 5.75761e-15
8.81357e+12 6.56234e-15
1.03829e+13 7.47828e-15
1.22316e+13 8.5183e-15
1.44096e+13 9.70081e-15
1.69753e+13 1.10497e-14
1.99978e+13 1.25889e-14
2.35586e+13 1.43415e-14
2.77534e+13 1.63361e-14
3.2695e+13 1.8608e-14
3.85166e+13 2.11948e-14
4.53748e+13 2.41334e-14
5.34541e+13 2.74681e-14
6.29719e+13 3.1261e-14
7.41845e+13 3.55828e-14
8.73937e+13 4.05017e-14
1.02955e+14 4.6092e-14
1.21286e+14 5.24439e-14
1.42882e+14 5.96604e-14
1.68324e+14 6.78606e-14
1.98295e+14 7.71795e-14
2.33602e+14 8.7751e-14
2.75197e+14 9.9708e-14
324197752665969 1.13237e-13
3.81923e+14 1.28589e-13
4.49927e+14 1.4602e-13
5.3004e+14 1.65764e-13
6.24417e+14 1.88093e-13
7.35599e+14 2.13351e-13
8.66577e+14 2.41906e-13
1.02088e+15 2.74106e-13
1202652061355203 3.10331e-13
1.41679e+15 3.51141e-13
1.66906e+15 3.97164e-13
1966251196918341 4.48993e-13
2316354363849079 5.07202e-13
2.7288e+15 5.72501e-13
3.21468e+15 6.45657e-13
3.21468e+15 6.45657e-13
3787075819146727 7.2753e-13
4461388053396412 8.19021e-13
5255765744735669 9.21033e-13
6191601545859309 1.0344e-12
7294054433352006 1.16012e-12
8592805864951404 1.29957e-12
10122808008551088 1.45403e-12
11925263940266066 1.62453e-12
14048630821626740 1.81202e-12
16550076287699962 2.01775e-12
19496919565074732 2.24273e-12
22968519371230576 2.48797e-12
27058206072594604 2.75396e-12
31876086744365692 3.04175e-12
37551820819468768 3.35185e-12
44238256255720568 3.68472e-12
52115150946945992 4.03983e-12
61394575376639800 4.4169e-12
72326425162714336 4.81487e-12
85204591768248112 5.23251e-12
100375795458731632 5.66796e-12
118248325646313968 6.11863e-12
139303490951881216 6.58168e-12
164107337694962336 7.053e-12
193327662510849024 7.52957e-12
227750846591521824 8.00593e-12
268303908947858528 8.47842e-12
316077076674222656 8.94009e-12
